公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"GB2487529A","GB201100886A","Security system for controlling a plurality of unmanned ground vehicles","20110119","20120801",,"G08B 25/10 | F41H  7/00 | G08B 13/00","G08B","F41H  11/00 | F41H   7/005 | F41H  13/00 | G05D   1/0027 | G05D   1/0297 | G05D2201/0209 | G08B  13/00 | G08B  25/10","F41H","14","Automotive Robotic Industry Ltd","automotive robotic industry","Amos Goren","Amos Goren","2","1","0","2","0","1","其他","6","18",
"US10705519B2","US15/460431","Distributed vehicle system control system and method","20170316","20200707","20200707","G05D  1/00 | B61L 27/00 | A61B  5/00 | A61B  5/0205 | A61B  5/0402 | A61B  5/0476 | A61B  5/11 | A61B  5/18 | H04L 29/08 | B61L  3/12 | A61B  5/021 | A61B  5/024 | A61B  5/08 | G08G  9/00","G05D","G05D1/0027 | A61B5/0077 | A61B5/0205 | A61B5/0402 | A61B5/0476 | A61B5/11 | A61B5/18 | B61L27/0022 | B61L27/0077 | G05D1/0077 | A61B5/021 | A61B5/024 | A61B5/0816 | B61L3/127 | G05D1/0016 | G08G9/00 | H04L67/12 | H04L67/18","G05D1","7","transportation ip holdings, llc","transportation ip holdings","Brooks; James D | Mathews, Jr.; Harry Kirk | Houpt; Paul","Brooks","0","0","0","0","0","0","有效","8","17",
"US10681567B2","US15/749595","Configuration of radio communication in radio-assisted road traffic management scenarios","20150831","20200609","20200609","H04W 24/02 | H04W  4/70 | G05D  1/00 | G08G  1/01 | G08G  1/0967 | H04B  7/06 | H04W  4/46 | H04W  4/44 | G05D  1/02","H04W","H04W24/02 | G05D1/0027 | G08G1/0112 | G08G1/0133 | G08G1/0141 | G08G1/096725 | G08G1/096741 | G08G1/096783 | H04B7/0617 | H04W4/70 | G05D1/0285 | G05D2201/0213 | H04W4/44 | H04W4/46","H04W24","18","Nokia Technologies Oy","nokia","Kovacs; Istvan Zsolt | Soret; Beatriz","Kovacs","0","0","0","0","0","0","有效","6","12",
"US10672277B2","US16/018563","Systems and methods for managing space at a location for receiving assets","20180626","20200602","20200602","G08G  1/127 | G08G  1/00 | G05D  1/00 | G07C  5/00 | H04W  4/029 | G05D  1/02","G08G","G08G1/202 | G05D1/0027 | G05D1/0088 | G05D1/0297 | G07C5/008 | G08G1/127 | H04W4/029","G08G1","16","UATC, LLC","uatc","Woodrow; Alden James | Wells; Alan Hugh | Pike; Maxwell MacGavin","Woodrow","0","0","0","0","0","0","有效","6","13",
"KR101565979B1","KR20150051801A","Unmanned aerial vehicle","20150413","20151113",,"B64C 39/02 | B64C 17/00 | B64C 27/08 | B64C 27/37","B64C","B64C  27/52 | B64C  39/024 | B64C2201/024 | B64C2201/027 | B64C2201/108 | B64C2201/14 | B64C2201/146 | F16F  15/30 | G05D   1/0027 | G05D   1/0077","B64C","7","한국항공우주연구원","korea aerospace research institute","이선호","이선호","1","10","0","1","0","10","其他","6","35",
"DE102017113288A1","DE1020171132880A","System with at least two ground working devices","20170616","20181220",,"","","B25J9/0084 | A01B79/00 | B25J9/1666 | B25J9/1689 | G05D1/0027 | G05D1/0212 | H04L12/2816 | A01D34/008 | A47L2201/06 | G05D2201/0203","B25J9","10","Vorwerk and Co Interholding GmbH","vorwerk","Georg Hackert | Martin Helmich | Lorenz Hillen | Christian Holz | Gerhard Isenberg | Hendrik Koetz | Andrej Mosebach | Roman Ortmann | Robin Dulinski","Georg Hackert","4","0","0","4","0","0","其他","6","9",
"US10486701B2","US15/558382","Driving control device, driving control method and vehicle-to-vehicle communication system","20160310","20191126","20191126","G01S 19/13 | B60W 30/18 | H04W  4/46 | H04W  4/02 | B60R 21/00 | H04W  4/04 | G05D  1/00 | G05D  1/02 | G08G  1/16 | G08G  1/0967","G01S","B60W30/18163 | B60R21/00 | G05D1/0027 | G05D1/0276 | G08G1/096725 | G08G1/096741 | G08G1/096791 | G08G1/162 | G08G1/167 | H04W4/027 | H04W4/04 | H04W4/46 | B60W2550/408 | G05D2201/0213","B60W30","10","NEC CORPORATION","nec","Yamamoto; Takeshi","Yamamoto","22","0","3","19","0","0","有效","6","17",
"US10372123B2","US15/395214","“V” shaped and wide platoon formations","20161230","20190806","20190806","G05D  1/00 | G05D  3/00 | G08G  1/00 | G05D  1/02 | G01S 19/13","G05D","G05D1/0027 | G01S19/13 | G05D1/0295 | G08G1/22","G05D1","13","BENDIX COMMERCIAL VEHICLE SYSTEMS LLC","honeywell","Cremona; Michael D | Hayes; Thomas J | Kasper; Phillip J","Cremona","43","0","4","39","0","0","有效","6","44",
"US10345804B2","US15/285412","Method and system for remote processing and analysis of industrial asset inspection data","20161004","20190709","20190709","B64C 39/02 | G05D  1/00 | G06T  1/00 | H04W  4/18 | H04L 29/08 | H04L 29/06 | H04W  4/38","B64C","G05D1/0027 | G06T1/0007 | H04W4/185 | B64C2201/127 | H04L67/125 | H04L67/18 | H04L69/14 | H04W4/38","G05D1","29","GENERAL ELECTRIC COMPANY","general electric","Sharber; Dustin Michael | El-Messidi; Ashraf Osama | Alkadi; Nasr Eldine | Kazempoor; Pejman","Sharber","40","1","2","38","0","1","有效","6","27",
"DE102014014136B3","DE201410014136","A method and system for remotely controlling a motor vehicle","20140920","20160407",,"H04Q  9/00 | H04W 76/02","H04Q","H04W  76/14 | G05D   1/0022 | G05D   1/0027 | G06F   3/04842 | H04W   4/046 | H04W  76/15 | H04W  76/19 | H04W  76/34","H04W","11","Audi AG","porsche antiegesellschaft","Matthias Burger | Markus Schwierz","Matthias Burger","5","0","1","4","0","0","其他","6","11",
"GB201421527D0","GB201421527A","Automated agriculture system","20141204","20150121",,"","","G05D1/0027 | A01B69/008 | A01B79/005 | G05D1/0016 | G05D1/0214 | G05D1/0274 | G05D1/0276 | G05D1/0291 | G05D1/0297 | G05D2201/0201","G05D1","0","AGCO International GmbH","agco","","","0","0","0","0","0","0","其他","6","0",
"US10133272B2","US14/706723","Methods and apparatus to deploy and recover a fixed wing unmanned aerial vehicle via a non-fixed wing aircraft","20150507","20181120","20181120","G05D  1/00 | B64C 39/02 | B64D  5/00 | B64D 47/08 | G01S 19/07 | G01S 19/13","G05D","G05D1/0027 | B64C39/024 | B64D5/00 | B64D47/08 | G01S19/07 | G01S19/13 | B64C2201/021 | B64C2201/024 | B64C2201/082 | B64C2201/182","G05D1","15","THE BOEING COMPANY","the boeing","Davidson; Darcy","Davidson","23","0","11","12","0","0","有效","6","12",
"US9836050B2","US14/124624","Guided vehicle system and guided vehicle control method","20120419","20171205","20171205","G05D  1/00 | G05D  1/02","G05D","G05D   1/0027 | G05D   1/0289 | G05D   1/0297 | G05D2201/0216","G05D","8","MURATA MACHINERY, LTD.","murata","Yoneda; Hisato","Yoneda","6","0","5","1","0","0","有效","6","27",
"US9541924B2","US14/737814","Methods and apparatus for distributed airborne transportation system","20150612","20170110","20170110","G05D  1/10 | G05D  1/00 | G05D  1/02 | G05D  1/06 | B64C 37/02 | B64C  3/56 | G08G  5/00 | G08G  7/02 | B64C 29/00","G05D","G05D   1/104 | B64C   3/56 | B64C  29/0016 | B64C  37/02 | B64C  39/024 | B64C2201/021 | B64C2201/042 | B64C2201/066 | B64C2201/088 | B64C2201/102 | B64C2201/128 | B64C2201/143 | B64C2201/145 | B64D   1/02 | G05D   1/0022 | G05D   1/0027 | G05D   1/005 | G05D   1/0212 | G05D   1/0669 | G05D   1/102 | G08G   5/0008 | G08G   5/0013 | G08G   5/0017 | G08G   5/0021 | G08G   5/003 | G08G   5/0065 | G08G   5/0069 | G08G   5/025 | G08G   5/045 | G08G   7/02 | Y02T  50/14","G05D","21","SUNLIGHT PHOTONICS INC.","sunlight photonics","Frolov; Sergey V. | Moussouris; John Peter | Cyrus; Michael","Frolov","18","6","2","16","4","2","有效","14","15",
"US9494439B1","US14/711506","Autonomous vehicle operated with guide assistance of human driven vehicles","20150513","20161115","20161115","G01C 21/34","G01C","G05D   1/0027 | B60W  30/00 | B60W  30/165 | B60W  50/029 | G01C  21/34 | G01S  13/867 | G01S2013/9357 | G01S2013/936 | G01S2013/9364 | G01S2013/9367 | G05D   1/0022 | G05D   1/0234 | G05D   1/0274 | G05D   1/0278 | G05D   1/0287 | G05D2201/0213 | G06K   9/00791 | G08B  25/00 | G08G   1/0962 | G08G   1/161 | G08G   1/165 | G08G   1/166 | G08G   1/22 | H04L  67/12","G05D","19","Uber Technologies, Inc.","uber","Ross; William | Bares; John | LaRose; David | Sweeney; Matthew","Ross","12","55","1","11","16","39","有效","40","10",
"FR3014219B1","FR1302789A","UAV control station","20131129","20160115",,"G06F  3/0487 | G06F  3/0488 | G08G  5/00","G06F","G08G   5/0026 | G05D   1/0027 | G06F   3/04883 | G06F2203/04808","G08G","0","Thales SA","thales","Arnaud Galimberti | Cecilia Aguero | Jean Philippe Pinheiro","Arnaud Galimberti","0","0","0","0","0","0","其他","5","0",
"CN107871218A","CN201610854227.1","一种跨仓储搬运控制方法、装置及系统","20160927","20180403",,"G06Q 10/08 | G05B 19/418","G06Q","Y02P90/285 | G05B19/41895 | G06Q10/087 | G05B2219/31002 | G05B2219/31086 | G05B2219/31216 | Y02P90/02 | Y02P90/60 | G06Q10/08 | G06Q50/28 | G01C21/206 | G05B2219/39147 | G05D1/0027 | G05D1/0212 | G05D2201/0216 | G06F16/29 | G05B19/418","Y02P90","37","杭州海康机器人技术有限公司","杭州海康机器人技术有限公司","吴华朋 | 朱可平 | 李生凯","吴华朋","0","1","0","0","1","0","公开","5","11",
"CN109416544A","CN201780040546.1","移动体引导系统、移动体、引导装置以及计算机程序","20170627","20190301",,"G05D  1/02","G05D","G05D1/0027 | G05D1/0212 | G05D1/0297 | G05D2201/0216 | G08G1/14 | B60P3/07 | B60W30/06 | G05D1/0011 | G05D1/0022 | G05D1/0088 | G05D1/0223 | G05D1/027 | G05D1/0274 | G05D1/0287 | G05D2201/0213","G05D1","25","日本电产株式会社","日本电产株式会社","伊藤顺治","伊藤顺治","1","0","0","1","0","0","公开","5","15",
"FR3051279A1","FR1654163A","Process for managing displacements a fleet of autonomous moving objects, method of moving an autonomous mobile object, devices, and products corresponding computer program","20160510","20171117",,"G08G  9/02 | G06Q 50/28 | G08C 17/02","G08G","G05D   1/028 | G05D   1/0291 | G05D2201/0216","G05D","11","Vincent Jacquemart","vincent jacquemart","Vincent Jacquemart","Vincent Jacquemart","0","0","0","0","0","0","其他","5","14",
"DE102015217498A1","DE201510217498","Method and device in a motor vehicle for automatically driving","20150914","20170316",,"B60W 30/00","B60W","B62D  15/0265 | B60W  30/18163 | B62D  15/0255","B62D","10","Volkswagen AG","porsche antiegesellschaft","Simon Ulbrich | Simon Grossjohann | Christian Appelt | Kai Homeier","Simon Ulbrich","5","2","0","5","1","1","其他","5","16",
"US20180350246A1","US15/997556","Methods and Systems for Sharing an Airspace Wide Unmanned Aircraft System Database Across a Plurality of Service Suppliers","20180604","20181206",,"G08G  5/00 | B64C 39/02 | G05D  1/00 | H04L 29/08","G08G","G08G5/0043 | B64C39/024 | G05D1/0027 | G08G5/0013 | G08G5/0026 | G08G5/006 | G08G5/0069 | G08G5/0082 | H04L67/12 | H04L67/18","G08G5","20","X Development LLC","x development","Burgess; James | Negron; Reinaldo | Chalmer; Jeremy","Burgess","0","0","0","0","0","0","公开","5","23",
"JP2017037463A","JP2015158149A","Information transmission device, an electronic control device, information transmitting device, and an electronic control system","20150810","20170216",,"G08G  1/09 | B60W 10/00 | B60W 30/02 | B60W 30/10 | B60W 40/04 | B60W 40/06 | B60W 50/14","G08G","B60W  50/085 | B60W  10/00 | B60W  30/02 | B60W  30/10 | B60W  30/16 | B60W  40/04 | B60W  40/06 | B60W  50/14 | B60W2050/0077 | B60W2050/0096 | B60W2550/14 | B60W2550/408 | B60W2710/20 | B60W2720/106 | G05D   1/0027 | G05D   1/0061 | G05D2201/0213 | G08G   1/096716 | G08G   1/096725 | G08G   1/096741 | G08G   1/09675 | G08G   1/096791 | G08G   1/163 | G08G   1/166","B60W","7","Denso Corp | 株式会社デンソー","denso","Takahiro Narita | Masuhiro Kondo | 益弘 近藤 | 隆大 成田","Takahiro Narita","5","2","2","3","0","2","其他","5","14",
"US20180215037A1","US15/880708","Distributed Autonomous Robot Interfacing Systems and Methods","20180126","20180802",,"B25J  9/16 | B25J  5/00 | G05B 19/12 | G05B 19/418 | G05B 23/02 | G05D  1/00","B25J","B25J9/163 | B25J5/00 | B25J9/1612 | G05B19/124 | G05B19/4185 | G05B19/4189 | G05B23/0289 | G05B2219/23363 | G05B2219/31006 | G05B2219/31454 | G05B2219/32037 | G05B2219/40507 | G05D1/0027 | G05D1/0088 | Y02P90/02 | Y10S901/01 | Y10S901/47","B25J9","19","Wal-Mart Stores, Inc.","wal mart stores","High; Donald | Winkle; David | McHale; Brian Gerard | Mattingly; Todd Davenport","High","0","0","0","0","0","0","公开","5","20",
"US20180081375A1","US15/708405","Systems, Devices, and Methods for Providing Drone Assistance","20170919","20180322",,"G05D  1/10 | B64C 39/02 | G05D  1/00 | G06Q 30/02 | G08G  5/04","G05D","G05D1/101 | B64C39/024 | B64C2201/146 | G05D1/0027 | G05D1/0038 | G05D1/005 | G06Q30/0283 | G08G5/0043 | G08G5/0069 | G08G5/045","G05D1","21","Wal-Mart Stores, Inc.","wal mart stores","Taylor; Robert James | Jones; Matthew Allen | Vasgaard; Aaron | Jones; Nicholaus Adam","Taylor","4","0","0","4","0","0","公开","5","13",
"CN104379414A","CN201480001263.2","用户接口和基于用户简档的虚拟个性呈现","20140415","20150225","20180529","B60R 25/25","B60R","H04W12/08 | B60R16/037 | B60R25/1004 | B60Q1/52 | B60R25/00 | G01C21/26 | G06F3/017 | G06F3/0488 | G06F21/31 | G06F21/32 | G06K9/00355 | G06K9/00832 | G06K2009/00939 | G06Q10/00 | G06Q10/02 | G06Q10/20 | G06Q30/00 | G06Q30/012 | G06Q30/0265 | G06Q30/0633 | G06Q30/0639 | G06Q30/0645 | G06Q50/30 | G08B13/19647 | G08B21/06 | G08B25/016 | G08B29/188 | G08G1/096725 | G08G1/096741 | G08G1/096775 | G06F16/25 | G06F16/583 | G06F16/951 | G06F21/00 | G06K9/00255 | G06K9/00268 | H04L67/10 | H04L67/12 | H04N7/181 | H04N21/41422 | H04W4/12 | H04W4/21 | H04W4/48 | H04W4/60 | H04W12/00508 | H04W12/06 | H04W12/0804 | H04W12/0808 | H04W84/005 | H04W36/0005 | H04W36/34 | H04W48/04 | H04W76/11 | G07C9/00158 | B60Q1/00 | B60R16/0373 | B60W40/09 | B60W50/08 | G01C21/00 | G01C21/34 | G01C21/36 | G01C21/3647 | G05D1/0027 | G05D1/0212 | G05D23/1917 | G06F3/016 | G06F3/0481 | G06F3/04842 | G06F8/65 | G06F17/28 | G06F17/30247 | G06F17/30557 | G06F17/30864 | G06Q20/145 | G07C5/00 | G07C5/008 | G07C5/0808 | G07C5/085 | G07C9/00126 | G08B21/0205 | G08G1/0965 | G08G1/166 | H04L63/08 | H04N21/214 | H04N21/2181 | H04N21/25841 | H04N21/4542 | H04N21/4751 | H04W4/046 | H04W36/32 | H04W48/02","H04W12","15","弗莱克斯电子有限责任公司","伟创力公司","C.P.里奇","C.P.里奇","7","0","0","7","0","0","有效","1907","8",
"KR101984922B1","KR20170117385","METHOD FOR PLATOONING OF VEHICLES AND VEHICLE","20170913","20190531",,"G08G  1/00 | B60W 30/16 | B60W 50/00 | H04B 17/318","G08G","G05D   1/0293 | G05D   1/0295 | G05D2201/0213 | G08G   1/22 | B60W  30/16 | B60W2050/0043 | B60W2050/008 | B60W2554/801 | H04B  17/318 | G05D   1/0027 | G05D   1/0088 | G05D   1/0276 | H04L  43/08 | H04W   4/40","G05D","0","엘지전자 주식회사","lg electronics","윤재환 | 기현호 | 김한성 | 박수호 | 배재승","윤재환","0","0","0","0","0","0","其他","5","0",
"US10706381B2","US15/642027","Vehicle and drone management system","20170705","20200707","20200707","G06Q 10/08 | B64C 39/02 | G01C 21/34 | G05D  1/00 | G08G  5/00 | G08G  1/00 | G05D  1/10 | G08G  7/00 | G05D  1/02","G06Q","G06Q10/0832 | B64C39/024 | G01C21/34 | G01C21/343 | G01C21/3423 | G05D1/0027 | G05D1/0297 | G05D1/102 | G08G1/202 | G08G5/006 | G08G5/0013 | G08G5/0043 | G08G5/0069 | G08G7/00 | B64C2201/024 | B64C2201/042 | B64C2201/066 | B64C2201/128 | B64C2201/145 | B64C2201/146 | G05D2201/0213","G06Q10","18","Omnitracs, LLC","omnitracs","Simon; Stephen P. | Mays; Wesley M.","Simon","0","0","0","0","0","0","有效","5","26",
"US10627831B2","US15/247018","Fleet vehicle feature activation","20160825","20200421","20200421","G05D  1/02 | G08G  1/0968 | G08G  1/00 | G01C 21/34 | G01C 21/36 | G05D  1/00","G05D","G05D1/0291 | G01C21/343 | G01C21/3407 | G01C21/3415 | G01C21/3469 | G01C21/3492 | G01C21/3605 | G01C21/3691 | G05D1/0005 | G05D1/0022 | G05D1/0027 | G05D1/0214 | G05D1/0217 | G05D1/0223 | G08G1/096816 | G08G1/096822 | G08G1/096844 | G08G1/202","G05D1","20","Allstate Insurance Company","allstate insurance","Hayes; Howard | Kumar; Surender","Hayes","0","0","0","0","0","0","有效","5","15",
"US10600295B2","US15/956456","System and method for threat monitoring, detection, and response","20180418","20200324","20200324","G08B 13/196 | G08B 25/10 | B64C 39/02 | H04N  1/00 | G05D  1/00 | G08B 25/01","G08B","G08B13/19608 | G05D1/0016 | G05D1/0027 | G05D1/0094 | G08B13/1965 | B64C39/024 | B64C2201/126 | B64C2201/141 | B64C2201/146 | G08B25/016","G08B13","35","TG-17, Inc.","tg 17","Kempel; Doron | Asher; Ron","Kempel","12","0","0","12","0","0","有效","8","30",
"US20180334163A1","US15/597260","COOPERATIVE PARK ASSIST","20170517","20181122",,"B60W 30/06 | G05D  1/00","B60W","G05D1/0027 | G08G1/00 | B60W30/06 | B60W2550/408 | B62D15/025 | B62D15/0285 | G08G1/168","G05D1","17","Ford Global Technologies, LLC","ford motor","Beauvais; Brandon | Badger, II; Charles Everett","Beauvais","6","1","1","5","0","1","有效","5","10",
"US10479455B2","US15/612131","Performing geophysical surveys using unmanned tow vessels","20170602","20191119","20191119","G05D  1/00 | G05D  1/02 | G01V  1/20 | B63B 35/68 | G01V  1/38 | B63B 21/66","G05D","B63B35/68 | B63B21/66 | G01V1/201 | G01V1/3808 | G05D1/0027 | G05D1/0088 | G05D1/0206 | B63B2722/00 | G01V2001/207","B63B35","19","PGS Geophysical AS","petroleum geo services as","Toennessen; Rune","Toennessen","12","0","1","11","0","0","有效","7","13",
"JP2019104287A","JP2017236502A","Vehicle remote operation system","20171208","20190627",,"","","G05D1/0027 | G05D1/0011 | G05B15/02 | G07C5/08 | B60W50/087 | G05D1/0016 | G05D2201/0212 | G05D2201/0213","G05D1","2","トヨタ自動車株式会社 | Toyota Motor Corp","toyota","戸倉　隆明 | Takaaki Tokura | 直哉 石崎 | Naoya Ishizaki | 前田　智治 | Tomoharu Maeda | 優志 関 | Yuji Seki | 宏 間嶋 | Hiroshi Majima | 克哉 寺畑 | Katsuya Terahata","戸倉　隆明","0","0","0","0","0","0","其他","5","7",
"US10429838B2","US15/806987","Unmanned aerial vehicle (UAV) landing systems and methods","20171108","20191001","20191001","G05D  1/00 | G08G  5/00 | B64C 39/02","G05D","G05D1/0027 | B64C39/024 | G08G5/0043 | B64C2201/024 | B64C2201/14 | B64C2201/146 | B64C2201/18","G05D1","20","The Boeing Company","the boeing","Sterling; Millie Irene | Hendrian; Matthew B. | Johnson; Cash Neil | Richards; Jeremy","Sterling","16","0","2","14","0","0","有效","5","15",
"CN105094767A","CN201410187463.3","自动驾驶车辆调度方法、车辆调度服务器及自动驾驶车辆","20140506","20151125","20190212","G06F  9/44","G06F","G05D1/0287 | G05D1/0027 | G05D1/0285 | G05D1/0297 | G06Q10/047 | G06Q10/06 | G06Q10/1093 | G06Q50/26 | G06Q50/30 | G08G1/127 | G08G1/202 | H04W4/02 | H04W4/024","G05D1","30","华为技术有限公司","华为技术有限公司","张慧敏","张慧敏","7","25","0","7","0","25","有效","5","16",
"US10459440B2","US15/398562","System and method for remotely assisting autonomous vehicle operation","20170104","20191029","20191029","G05D  1/00 | G01C 21/34 | G05D  1/02 | G01C 21/28 | G07C  5/00","G05D","G05D1/0038 | G01C21/28 | G01C21/3438 | G01C21/3461 | G01C21/3492 | G05D1/0016 | G05D1/0027 | G05D1/0077 | G05D1/0212 | G05D1/0238 | G05D1/0257 | G05D1/0278 | G05D1/0287 | G05D2201/0213 | G07C5/008","G05D1","21","GM GLOBAL TECHNOLOGY OPERATIONS LLC","general motors","Rust; Ian | Vogt; Kyle | Bier; Solomon | Gross; Drew Allyn","Rust","13","1","0","13","0","1","有效","9","16",
"JP6738555B2","JP20160102244","ロボット制御システム","20160523","20200812",,"B25J  5/00 | B25J 13/00 | G05D  1/02","B25J","B25J   9/1682 | B25J  13/00 | B25J   9/162 | G05B  19/41895 | G05B2219/39146 | G05B2219/50393 | Y02P  90/02 | Y02P  90/60 | B25J   9/0084 | B25J  11/0005 | G05D   1/0027","B25J","0","富士ゼロックス株式会社","fuji photo film","小松崎  一成 | ローシャン  タプリヤ","小松崎  一成","0","0","0","0","0","0","其他","5","0",
"JP2018039192A","JP2016175160A","Service providing system and movement instruction program","20160908","20180315",,"B41J  3/44 | B41J 29/38 | G03G 21/00","B41J","G05D   1/0027 | G05B  15/02","G05D","9","Fuji Xerox Co Ltd | 富士ゼロックス株式会社","fuji photo film","Hajime Kajiyama | Naoya Ogata | Hidemoto Fujimoto | Tetsuya Kobayashi | Kunitoshi Yamamoto | Akira Ichikawa | Mariko Miyazaki | 尚也 緒方 | 肇 梶山 | 徹也 小林 | 真理子 宮崎 | 訓稔 山本 | 英基 藤本 | 明 市川","Hajime Kajiyama","0","0","0","0","0","0","其他","5","26",
"US10126746B2","US15/829427","Autonomous drone and tool selection and delivery","20171201","20181113","20181113","G05D  1/00 | G06Q 30/02","G05D","G05D1/0088 | G05D1/0027 | G06Q30/0282","G05D1","20","WALMART APOLLO, LLC","wal mart apollo","O'Brien; John J. | Winkle; David C. | Atchley; Michael D. | Antel; Nicholas Ray | High; Donald R. | McHale; Brian G. | Mattingly; Todd D.","O'Brien","27","1","0","27","0","1","有效","5","5",
"US10712748B2","US15/904416","Devices, systems, and methods for generating travel forecasts for vehicle pairing","20180225","20200714","20200714","G05D  1/02 | G08G  1/00 | H04W  4/46 | G08G  1/16 | H04W  4/38 | H04W 12/08 | G06F 21/44 | B60W 30/165 | H04W  4/02 | G05D  1/00 | G06F 21/30 | H04W 12/04 | H04L 29/08 | H04W  4/029","G05D","G05D1/0285 | B60W30/165 | G05D1/0027 | G05D1/0088 | G05D1/0295 | G05D1/0297 | G06F21/30 | G06F21/44 | G08G1/161 | G08G1/22 | H04W4/023 | H04W4/38 | H04W4/46 | H04W12/08 | G05D2201/0213 | H04L67/12 | H04W4/029 | H04W12/04","G05D1","20","PELOTON TECHNOLOGY, INC.","peloton technology","Smartt; Brian E. | Price; Charles A. | Switkes; Joshua P.","Smartt","0","0","0","0","0","0","有效","129","12",
"US9864371B2","US14/664587","Automated guided vehicle system","20150320","20180109","20180109","G05D  1/00 | G05D  1/02","G05D","G05D   1/0027 | G05D   1/0022 | G05D   1/0214 | G05D   1/0225 | G05D   1/0231 | G05D   1/0282 | G05D   1/0297 | G05D2201/0216","G05D","27","John Bean Technologies Corporation","john bean technologies","Douglas; Barry | Weninger; Mark","Douglas","59","2","3","56","0","2","有效","5","17",
"JP2017015528A","JP2015131668A","Site management system, flight detection method and program","20150630","20170119",,"G01C  7/02 | B64C 27/26 | B64C 27/28 | B64C 29/00 | B64C 39/02 | B64D 47/08","G01C","B64C  29/0033 | B64C  29/0025 | B64C  39/024 | B64C  39/12 | B64C2201/021 | B64C2201/088 | B64C2201/104 | B64C2201/108 | B64C2201/12 | B64C2201/123 | B64C2201/145 | B64D  47/08 | E02F   9/205 | E02F   9/2054 | E02F   9/262 | G05D   1/0011 | G05D   1/0027 | G05D   1/0094 | G05D   1/102 | G05D2201/0202 | G06K   9/00637","B64C","11","Topcon Corp | 株式会社トプコン","topcon","Masashi Tanahashi | 昌史 棚橋","Masashi Tanahashi","6","1","2","4","0","1","其他","5","24",
"US9969285B2","US15/285820","Methods and apparatus for reconfigurable power exchange for multiple UAV types","20161005","20180515","20180515","B64F  1/20 | B60L 11/18 | B64C 39/02 | G05D  1/10 | G05D  1/00 | G05D  1/06 | B64F  1/00","B64F","B60L  11/1822 | B60L  11/1827 | B60L  11/1833 | B60L2200/10 | B64C  39/024 | B64C2201/042 | B64C2201/066 | B64C2201/141 | B64C2201/18 | B64D  45/08 | B64F   1/007 | B64F   1/12 | B64F   1/20 | B64F   1/362 | G05D   1/0027 | G05D   1/0676 | G05D   1/101 | G08G   5/00","B60L","24","Asylon, Inc.","asylon","Henry; Damon C. | Mohamed; Adam I. | McLaughlin; Brent | Dones; David","Henry","19","2","3","16","0","2","有效","5","10",
"US9729636B2","US14/814882","Smart road system for vehicles","20150731","20170808","20170808","G05D  1/00 | G05D  3/00 | G06F  7/00 | G06F 17/00 | H04L 29/08 | G05D  1/02 | G07C  5/08 | G08G  1/01 | G08G  1/02 | G08G  1/16 | B60L 11/18 | H04W  4/04 | G01C 21/34 | B60L  1/00 | G08G  1/0967","G05D","H04L  67/12 | B60L   1/00 | B60L  11/182 | G01C  21/3415 | G05D   1/0022 | G05D   1/0027 | G05D   1/0276 | G07C   5/0808 | G07C   5/0816 | G08G   1/0125 | G08G   1/0141 | G08G   1/02 | G08G   1/096708 | G08G   1/096783 | G08G   1/164 | H04W   4/046","H04L","20","MAGNA ELECTRONICS INC.","magna electronics","Koravadi; Krishna | VanOphem; Paul A.","Koravadi","89","13","18","71","7","6","有效","5","17",
"US9517767B1","US14/932954","Internal safety systems for robotic vehicles","20151104","20161213","20161213","G01C 22/00 | G05D  1/00 | B60W 30/08 | B60W 30/095 | B60W 10/30 | B60W 10/18 | B60N  2/00 | B60R 21/01","G01C","G05D   1/0214 | B60L   3/0007 | B60L   3/04 | B60L  11/1877 | B60L2200/40 | B60N   2/002 | B60Q   1/26 | B60Q   1/525 | B60R  21/01 | B60R2021/01272 | B60W  10/04 | B60W  10/18 | B60W  10/20 | B60W  10/30 | B60W  30/08 | B60W  30/09 | B60W  30/095 | B60W  30/0956 | B60W  30/18 | B60W2400/00 | B60W2420/52 | B60W2420/54 | B60W2550/10 | B60W2550/20 | B60W2550/30 | B60W2710/06 | B60W2710/08 | B60W2710/18 | B60W2710/20 | B60W2710/30 | G05D   1/0088 | G05D   1/0248 | G05D   1/0255 | G05D   1/0257 | G05D2201/0213 | Y02P  90/60 | Y02T  10/7005 | Y02T  10/705","G05D","20","Zoox, Inc.","zoox","Kentley; Timothy David | Gamara; Rachad Youssef | Behere; Sagar","Kentley","46","26","0","46","4","22","有效","125","17",
