公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"WO2020091835A1","PCT/US2019/024952","Generating testing instances for autonomous vehicles","20190329","20200507",,"G06N 20/00 | G06N  3/08","G06N","G06N3/08 | G06N20/00 | G05B13/0265 | G05D1/0088 | G05D1/0246 | G05D1/0257 | G05D1/027 | G05D1/0278 | G05D2201/0213","G06N3","17","Aurora Innovation, Inc.","aurora innovation","Jean-Sebastien VALOIS | Daniel Munoz","Jean-Sebastien VALOIS","3","7","0","3","2","5","其他","3","9",
"WO2020091834A1","PCT/US2019/024951","Generating targeted training instances for autonomous vehicles","20190329","20200507",,"G06K  9/00 | G06K  9/62 | G06N  3/04 | G06N  3/08","G06K","G06K9/00805 | G06K9/6271 | G06N3/04 | G06N3/084 | G05D1/0221 | G05D2201/0213 | G06K9/00825 | G06N20/00","G06K9","23","Aurora Innovation, Inc.","aurora innovation","Jean-Sebastien VALOIS | Thomas Pilarski | Daniel Munoz","Jean-Sebastien VALOIS","1","7","0","1","2","5","其他","5","17",
"WO2020091833A1","PCT/US2019/024949","Labeling autonomous vehicle data","20190329","20200507",,"H04L 29/08 | B60W 30/00 | G01S 13/06 | G01S 17/06 | G06N  3/08","H04L","B60W30/00 | G01S13/931 | G01S17/931 | G06N3/04 | G06N3/08 | H04L67/12 | G05D1/0088 | G05D1/0231 | G05D1/0257 | G05D1/027 | G05D1/0278 | G05D2201/0213 | G06N20/00","B60W30","20","Aurora Innovation, Inc.","aurora innovation","Jean-Sebastien VALOIS | Ethan Eade","Jean-Sebastien VALOIS","4","8","0","4","2","6","其他","4","10",
"WO2020091832A1","PCT/US2019/024947","Removable automotive lidar data collection pod","20190329","20200507",,"G01S  7/481 | G01S 17/02","G01S","B60R11/04 | B60R2011/004 | B60R2011/0068 | B60R2011/007 | G01S7/4813 | G01S17/86 | G06F13/4282 | G05D1/0231 | G05D1/027 | G05D1/0276 | G05D1/0278 | G06F2213/0002","B60R11","20","Aurora Innovation, Inc.","aurora innovation","IV Nathaniel GIST | Christopher Williams","IV Nathaniel GIST","4","1","0","4","0","1","其他","9","24",
"WO2019199475A2","PCT/US2019/024675","Training machine learning model based on training instances with: training instance input based on autonomous vehicle sensor data, and training instance output based on additional vehicle sensor data","20190328","20191017",,"","","B60W2750/00 | B60W2550/304 | B60W2550/306 | B60W40/04 | B60W2420/52 | B60W2754/00 | G01S7/4808 | G01S17/34 | G01S17/42 | G01S17/58 | G01S17/86 | G01S17/89 | G01S17/931 | G06N3/0454 | G06N3/084 | B60W30/0956 | B60W2554/4041 | B60W2554/803 | G05D1/0088 | G05D1/024 | G06K9/6256 | G06K9/6263 | G06N20/00","B60W2750","19","Aurora Innovation, Inc.","aurora innovation","Warren Smith | Ethan Eade | Sterling J. Anderson | James Andrew Bagnell | Bartholomeus C. Nabbe | Christopher Paul Urmson","Warren Smith","0","10","0","0","4","6","其他","16","14",
"WO2019199474A1","PCT/US2019/024672","Control of autonomous vehicle based on determined yaw parameter(s) of additional vehicle","20190328","20191017",,"B60W 40/04 | G01S 17/42 | G01S 17/58","B60W","B60W2750/00 | B60W2550/304 | B60W2550/306 | B60W40/04 | B60W2420/52 | B60W2754/00 | G01S7/4808 | G01S17/34 | G01S17/42 | G01S17/58 | G01S17/86 | G01S17/89 | G01S17/931 | G06N3/0454 | G06N3/084 | B60W30/0956 | B60W2554/4041 | B60W2554/803 | G05D1/0088 | G05D1/024 | G06K9/6256 | G06K9/6263 | G06N20/00","B60W2750","24","Aurora Innovation, Inc.","aurora innovation","Warren Smith | Ethan Eade | Sterling J. Anderson | James Andrew Bagnell | Bartholomeus C. Nabbe | Christopher Paul Urmson","Warren Smith","4","9","0","4","4","5","其他","16","14",
"WO2019199473A2","PCT/US2019/024671","Control of autonomous vehicle based on environmental object classification determined using phase coherent lidar data","20190328","20191017",,"","","B60W50/00 | G01S7/4802 | G01S17/34 | G01S17/42 | G01S17/58 | G01S17/931 | G05D1/0088 | G05D1/024 | G06K9/00805 | G06T7/70 | G06T2207/10028 | G06T2207/30261","B60W50","25","Aurora Innovation, Inc.","aurora innovation","Warren Smith | Ethan Eade | Sterling J. Anderson | James Andrew Bagnell | Bartholomeus C. Nabbe | Christopher Paul Urmson","Warren Smith","0","8","0","0","4","4","其他","5","16",
"WO2019191292A1","PCT/US2019/024372","Relative atlas for autonomous vehicle and generation thereof","20190327","20191003",,"G01C 21/32 | G01C 21/20","G01C","G01C21/20 | G01C21/32 | G01C21/00 | G06F16/284 | G06F16/29 | G06T7/12 | G06T7/162 | G06T2207/20128","G01C21","52","Aurora Innovation, Inc.","aurora innovation","Ethan Eade | Michael Bode","Ethan Eade","1","9","0","1","0","9","其他","21","10",
"WO2019191287A1","PCT/US2019/024363","Use of relative atlas in an autonomous vehicle","20190327","20191003",,"G06F 16/29 | G01C 21/26 | G08G  1/00","G06F","G01C21/30 | G01C21/32 | G05D1/0246 | G05D1/0274 | G05D1/0278 | G05D2201/0213 | G06F16/29 | G06K9/00791 | G06K9/469 | G08G1/00 | G01C21/26 | G05D1/021 | G06F16/284 | G06K9/00798 | G06K9/00825 | G06T7/12 | G06T7/168 | G06T2207/30252","G01C21","82","Aurora Innovation, Inc.","aurora innovation","Ethan Eade | Michael Bode | James Andrew Bagnell","Ethan Eade","5","7","0","5","0","7","其他","21","9",
"JP2021521050A","JP20200555890","追加車両の決定されたヨーパラメータに基づいた自律走行車制御","20190328","20210826",,"B60W 40/114 | B60W 60/00 | G08G  1/00","B60W","B60W  40/04 | B60W2420/52 | G01S  17/42 | G01S  17/58 | G06N   3/0454 | G06N   3/084 | G01S   7/4808 | G01S  17/89 | G01S  17/34 | G01S  17/931 | G01S  17/86 | B60W2754/00 | B60W  40/114 | B60W  60/001 | B60W2520/14 | B60W  30/0956 | G05D   1/024 | G05D   1/0088 | G06N  20/00 | G06K   9/6256 | G06K   9/6263 | B60W2554/803 | B60W2554/4041","B60W","0","オーロラ  イノベーション  インコーポレイティッドＡＵＲＯＲＡ  ＩＮＮＯＶＡＴＩＯＮ，  ＩＮＣ．","オーロラ  イノベーション  インコーポレイティッドＡＵＲＯＲＡ  ＩＮＮＯＶＡＴＩＯＮ，  ＩＮＣ．","スミス  ウォレン | イーデ  イサン | アンダーソン  スターリング  ジェー | バグネル  ジェームズ  アンドリュー | ナブ  バーソロメウス  シー | アームソン  クリストファー  ポール","スミス  ウォレン","2","0","0","2","0","0","其他","16","0",
"WO2019199475A3","WO2019US24675","TRAINING MACHINE LEARNING MODEL BASED ON TRAINING INSTANCES WITH: TRAINING INSTANCE INPUT BASED ON AUTONOMOUS VEHICLE SENSOR DATA, AND TRAINING INSTANCE OUTPUT BASED ON ADDITIONAL VEHICLE SENSOR DATA","20190328","20191128",,"B60W 40/04 | G01S 17/42 | G01S 17/58 | G06N 20/00","B60W","B60W  40/04 | B60W2420/52 | G01S  17/42 | G01S  17/58 | G06N   3/0454 | G06N   3/084 | G01S   7/4808 | G01S  17/89 | G01S  17/34 | G01S  17/931 | G01S  17/86 | B60W2754/00 | B60W  40/114 | B60W  60/001 | B60W2520/14 | B60W  30/0956 | G05D   1/024 | G05D   1/0088 | G06N  20/00 | G06K   9/6256 | G06K   9/6263 | B60W2554/803 | B60W2554/4041","B60W","0","AURORA INNOVATION INC","aurora innovation","SMITH WARREN | EADE ETHAN | ANDERSON STERLING J | BAGNELL JAMES ANDREW | NABBE BARTHOLOMEUS C | URMSON CHRISTOPHER PAUL","SMITH WARREN","3","0","0","3","0","0","其他","16","0",
"WO2019199473A3","WO2019US24671","CONTROL OF AUTONOMOUS VEHICLE BASED ON ENVIRONMENTAL OBJECT CLASSIFICATION DETERMINED USING PHASE COHERENT LIDAR DATA","20190328","20191121",,"G01S 17/93 | G05D  1/02","G01S","G01S   7/4802 | G01S  17/42 | G01S  17/58 | G01S  17/34 | G01S  17/931 | B60W2554/402 | B60W2554/4042 | B60W2420/52 | B60W  60/00272 | B60W  40/04 | B60W2754/00 | G05D   1/0088 | G05D   1/024 | G06T   7/70 | G06T2207/10028 | G06T2207/30261 | G06V  20/58","G01S","0","AURORA INNOVATION INC","aurora innovation","SMITH WARREN | EADE ETHAN | ANDERSON STERLING J | BAGNELL JAMES ANDREW | NABBE BARTHOLOMEUS C | URMSON CHRISTOPHER PAUL","SMITH WARREN","4","0","0","4","0","0","其他","5","0",
"CA3118402A1","CA3118402A","Removable automotive lidar data collection pod","20190329","20200507",,"G01S  7/481 | G01S 17/02","G01S","G01S7/4813 | G01S17/86 | G06F13/4282 | B60R11/04 | B60R2011/0068 | B60R2011/004 | B60R2011/007 | G01S17/931 | G05D1/0231 | G05D1/027 | G06F2213/0002 | G05D1/0276 | G05D1/0278","G01S7","20","Aurora Innovation Inc","aurora innovation","Nathaniel Gist, Iv. | Christopher Williams","Nathaniel Gist, Iv.","0","0","0","0","0","0","其他","9","21",
